FacilityId,County,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic,NAME,OBJECTID_1,NAME_1,CLASS_1,POP2012_1,FAC_TYPE,FAC_X,FAC_Y,SOURCE,SOURCE_2,SW_TYPE,SW_ORIGIN,GW_TYPE,GW_ORIGIN,BUYS_FROM,SELLER_FAC,SELLER_X,SELLER_Y,REPORTED_P,SS_2012_GA,P_2012_GAL,TOTAL_2012,SS_2012_MG,P_2012_MGD,Shape_Leng,Shape_Area
IL1090100,McDonough,Blandinsville (PWS),4/11/19 11:56,2018,449,0,449,0,0,0,3,186,207,0,53,Blandinsville,319,Blandinsville,village,668,municipality,2621827.379,2742205.855,surface water,surface water,mixed reservoir and river,Side Channel Reservoir; La Harpe Creek,,,,,,,YES,23236400,0,23236400,0.063617796,0,38467.88027,24292958.88
IL0430100,DuPage,Bloomingdale (PWS),4/11/19 7:30,2018,6917,0,6917,0,0,3836,0,0,3081,0,0,Bloomingdale,648,Bloomingdale,village,22003,municipality,3380608.867,3248592.205,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,30679000,833245000,863924000,0.083994524,2.281300479,137977.6692,194676430.8
IL1130200,McLean,Bloomington (PWS),4/11/19 16:46,2018,31385,11,31374,8,30526,6,143,0,694,0,8,Bloomington,934,Bloomington,city,76755,municipality,3147838.449,2711981.256,surface water,surface water,reservoir,Lake Bloomington; Lake Evergreen,,,,,,,YES,4205204000,0,4205204000,11.51322108,0,565700.7454,751209519.6
IL0310240,Cook,Blue Island (PWS),5/16/19 14:34,2018,5721,0,5721,5314,0,6,0,0,401,0,0,Blue Island,858,Blue Island,city,23802,municipality,3494815.434,3144488.799,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-South,IL0316000,3510000,3182000,YES,0,836629000,836629000,0,2.290565366,75174.84294,114870722.2
IL1150100,Macon,Blue Mound (PWS),6/13/19 12:55,2018,488,0,488,0,214,0,0,0,247,0,27,Blue Mound,1274,Blue Mound,village,1154,municipality,3106768.389,2430268.3,groundwater,groundwater,,,sand and gravel,,,,,,YES,34879450,0,34879450,0.09549473,0,34109.55367,16312838.17
IL1710100,Scott,Bluffs (PWS),4/2/19 10:33,2018,278,0,278,0,0,0,0,0,258,0,20,Bluffs,277,Bluffs,village,739,municipality,2710502.237,2449341.5,groundwater,groundwater,,,sand and gravel,,,,,,YES,44000000,0,44000000,0.120465435,0,19851.58305,24616187.2
IL0810100,Jefferson,Bluford (PWS),4/15/19 12:11,2018,642,0,642,0,142,0,0,0,0,0,500,Bluford,1349,Bluford,village,704,municipality,3218154.091,1932916.529,surface water,surface water,reservoir,Rend Lake,,,Mount Vernon,IL0810300,3167489.734,1929156.014,YES,0,46270500,46270500,0,0.126681725,36684.4075,40284396.69
IL1974151,Will,Illinois American - West Suburban (PWS),4/10/19 13:42,2018,22297,1,22296,0,21398,0,0,0,899,0,0,West Suburban,801,Bolingbrook,village,73779,municipality,3380391.559,3154633.673,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,American Lake Water Co (Il American),IL0310290,3422000,3159000,NO,,,,,,250756.625,670248233.5
IL0470100,Edwards,Bone Gap (PWS),3/27/19 16:19,2018,149,0,149,0,149,0,0,0,0,0,0,Bone Gap,1325,Bone Gap,village,243,municipality,3428018.863,1978717.863,groundwater,groundwater,,,sand and gravel,,,,,,YES,6637639,0,6637639,0.018172865,0,20293.79524,16515446.7
IL0810150,Jefferson,Bonnie (PWS),4/15/19 12:14,2018,245,0,245,0,52,26,1,0,29,0,137,Bonnie,85,Bonnie,village,418,municipality,3169534.81,1888037.244,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,9566700,9566700,0,0.026192197,28328.26796,34005393.71
IL0670200,Hancock,Bowen (PWS),4/12/19 15:15,2018,270,0,270,0,23,0,0,0,230,0,17,Bowen,237,Bowen,village,494,municipality,2565854.398,2626365.175,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,NO,,,,,,17972.06924,11805390.2
IL0630050,Grundy,Braceville (PWS),5/23/19 7:55,2018,316,0,316,0,316,0,0,0,0,0,0,Braceville,789,Braceville,village,828,municipality,3345556.608,2985042.678,groundwater,groundwater,,,shallow bedrock,,,,,,YES,28632000,0,28632000,0.078390144,0,92008.34609,79229189.82
IL1750050,Stark,Bradford (PWS),4/5/19 12:32,2018,360,0,360,0,356,0,0,0,0,0,4,Bradford,521,Bradford,village,820,municipality,2956676.271,2965266.596,groundwater,groundwater,,,c-o sandstone,,,,,,YES,50975100,0,50975100,0.139562218,0,25966.37991,10999076.58
IL1970150,Will,Braidwood (PWS),4/15/19 10:27,2018,2146,0,2146,0,0,0,0,18,2125,0,3,Braidwood,779,Braidwood,city,6216,municipality,3350254.637,3001589.934,groundwater,groundwater,,,c-o sandstone,,,,,,YES,209000000,0,209000000,0.572210815,0,108475.596,131560540.9
IL0270250,Clinton,Breese (PWS),4/15/19 14:14,2018,2206,5,2201,0,1071,0,0,1135,0,0,0,Breese,1228,Breese,city,4500,municipality,2993690.437,2036482.439,surface water,surface water,river,Shoal Creek,,,,,,,YES,303250000,0,303250000,0.830253251,0,103235.9833,72902730.93
IL1010100,Lawrence,Bridgeport (PWS),3/28/19 19:40,2018,1243,3,1240,0,915,0,0,0,5,0,323,Bridgeport,1345,Bridgeport,city,1908,municipality,3494081.656,2075741.439,groundwater,groundwater,,,sand and gravel,,Lawrenceville,IL1010150,3514303.579,2082252.287,YES,0,99083981,99083981,0,0.271277155,27033.76245,29619460.81
IL0310270,Cook,Bridgeview (PWS),4/27/19 8:31,2018,4230,0,4230,0,0,0,0,452,3683,95,0,Bridgeview,752,Bridgeview,village,16419,municipality,3460121.129,3173717.566,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-South,IL0316000,3510000,3182000,YES,0,795902000,795902000,0,2.179060917,83208.17255,114752330
IL1174160,Macoupin,Brighton (PWS),4/29/19 10:19,2018,2061,1,2060,0,25,0,0,1904,125,0,7,Brighton,1054,Brighton,village,2234,municipality,2819079.65,2191593.349,surface water,surface water,river,Mississippi River,,,Illinois American - Alton,IL1195150,2814459.921,2134829.849,YES,0,117002250,117002250,0,0.320334702,45775.38373,52747593.83
IL1430150,Peoria,Brimfield (PWS),5/2/19 10:54,2018,344,0,344,0,90,0,0,0,164,0,90,Brimfield,340,Brimfield,village,869,municipality,2894418.831,2842513.128,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock and c-o sandstone,,,,,,YES,48699000,0,48699000,0.133330595,0,38642.95481,21625232.42
IL0190050,Champaign,Broadlands (PWS),4/30/19 12:54,2018,170,0,170,0,0,0,10,0,160,0,0,Broadlands,1010,Broadlands,village,349,municipality,3419429.539,2508938.724,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,Embarras Area Water District,IL0290020,3365626.948,2388710.552,YES,0,6884400,6884400,0,0.01884846,13676.718,9166319.464
IL0310300,Cook,Broadview (PWS),4/22/19 9:30,2018,2950,0,2950,60,2390,0,0,0,500,0,0,Broadview,774,Broadview,village,7894,municipality,3445886.049,3216344.081,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Broadview/Westchester Joint Water Agency,IL0317580,3449000,3214000,YES,0,354178000,354178000,0,0.969686516,34787.43291,49129362.5
IL1070100,Logan,Broadwell (PWS),4/29/19 13:42,2018,74,0,74,0,0,64,0,0,0,0,10,Broadwell,399,Broadwell,village,145,municipality,3016042.507,2562417.623,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,13310.86052,5006096.802
IL0450050,Edgar,Brocton (PWS),3/18/19 12:44,2018,139,0,139,0,72,0,0,0,42,0,25,Brocton,1312,Brocton,village,347,municipality,3438315.363,2439229.91,groundwater,groundwater,,,sand and gravel,,,,,,YES,13613500,0,13613500,0.037271732,0,15972.82727,15947683.12
IL0310330,Cook,Brookfield (PWS),4/8/19 16:50,2018,6400,4,6396,5782,118,375,0,0,125,0,0,Brookfield,744,Brookfield,village,19054,municipality,3448601.772,3204112.13,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Brookfield-N Riverside Water Comm,IL0315130,3459000,3212000,YES,0,718868000,718868000,0,1.96815332,42796.95102,84843263.37
IL1270050,Massac,Brookport (PWS),3/28/19 19:42,2018,395,0,395,0,370,0,0,0,0,0,25,Brookport,42,Brookport,city,1001,municipality,3253140.578,1498758.843,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,29824200,0,29824200,0.081654209,0,27040.77297,18198880.65
IL0650100,Hamilton,Broughton (PWS),4/10/19 15:43,2018,101,0,101,0,82,5,0,0,0,0,14,Broughton,113,Broughton,village,195,municipality,3297960.667,1792058.681,groundwater,groundwater,,,sand and gravel,Wabash River Alluvial Aquifer,Norris City,IL1930350,3336086.475,1808521.149,NO,,,,,,29821.09657,55064092.27
IL1690050,Schuyler,Browning (PWS),4/5/19 11:30,2018,81,1,80,0,0,0,0,0,0,0,81,Browning,304,Browning,village,137,municipality,2757190.568,2585746.592,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,13911.24621,8540360.209
IL0510100,Fayette,Brownstown (PWS),4/9/19 9:11,2018,347,0,347,0,0,0,0,0,325,0,22,Brownstown,1267,Brownstown,village,755,municipality,3153992.93,2174665.177,mixed,mixed,mixed reservoir and river,Carlyle Lake; Vandalia Lake; Kaskaskia River,sand and gravel,,Fayette Water Company,IL0510010,3174939.597,2210670.288,YES,0,17017600,17017600,0,0.04659165,29609.45212,21349626.69
IL0130100,Calhoun,Brussels (PWS),5/9/19 17:46,2018,98,0,98,0,0,98,0,0,0,0,0,Brussels,1049,Brussels,village,139,municipality,2691976.258,2159451.958,groundwater,groundwater,,,sand and gravel,,,,,,YES,5945300,0,5945300,0.016277344,0,23163.07489,15381691.29
IL0570200,Fulton,Bryant (PWS),4/29/19 11:25,2018,115,0,115,0,0,0,0,0,15,0,100,Bryant,350,Bryant,village,232,municipality,2835834.876,2707776.791,groundwater,groundwater,,,shallow bedrock,,,,,,YES,5540000,0,5540000,0.015167693,0,17305.726,6478421.298
IL0910250,Kankakee,Buckingham (PWS),9/6/19 10:23,2018,100,0,100,0,99,0,1,0,0,0,0,Buckingham,954,Buckingham,village,303,municipality,3363736.764,2920697.113,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,19320.52662,6951921.233
IL0750150,Iroquois,Buckley (PWS),4/15/19 18:52,2018,290,0,290,0,285,0,0,0,5,0,0,Buckley,975,Buckley,village,602,municipality,3404080.728,2758312.222,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,32000000,0,32000000,0.087611225,0,21350.87598,9468452.795
IL0550100,Franklin,Buckner (PWS),4/5/19 10:29,2018,279,0,279,0,82,12,0,0,84,0,101,Buckner,99,Buckner,village,447,municipality,3139035.673,1807422.725,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,13265000,13265000,0,0.036317591,23913.90108,24617910.09
IL0314180,Cook,Buffalo Grove (PWS),4/26/19 14:14,2018,11976,0,11976,1,3,4619,1,0,7352,0,0,Buffalo Grove,710,Buffalo Grove,village,41899,municipality,3411489.781,3323237.087,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Northwest Water Comm,IL0315300,3412000,3310000,YES,8862000,1481568000,1490430000,0.024262834,4.056312115,251534.7554,263539828.5
IL1170100,Macoupin,Bunker Hill (PWS),4/29/19 8:21,2018,950,0,950,0,50,500,50,0,0,0,350,Bunker Hill,1199,Bunker Hill,city,1811,municipality,2872565.499,2191667.185,surface water,surface water,river,Mississippi River,,,Fosterburg PWD,IL1195220,2838868.883,2166403.258,YES,0,59741000,59741000,0,0.163561944,48925.06446,35472492.54
IL0110150,Bureau,Bureau Junction (PWS),4/15/19 13:39,2018,122,0,122,0,77,0,2,0,17,0,26,Bureau Junction,518,Bureau Junction,village,324,municipality,3037178.448,3005344.793,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,NO,,,,,,26243.84736,41505496.95
IL0890150,Kane,Burlington (PWS),4/26/19 13:14,2018,187,0,187,0,0,0,0,0,187,0,0,Burlington,600,Burlington,village,630,municipality,3259438.258,3284660.206,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,NO,,,,,,222326.1782,197640140.9
IL0310360,Cook,Burnham (PWS),5/21/19 17:47,2018,1222,0,1222,0,0,708,0,0,514,0,0,Burnham,1362,Burnham,village,4267,municipality,3529457.369,3137756.745,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,"Hammond IN, Chicago-South","52495020, IL0316000",,,YES,0,198025000,198025000,0,0.54,33572.72758,53953800.07
IL1930010,White,Burnt Prairie (PWS),3/28/19 19:46,2018,220,0,220,0,0,0,0,65,35,0,120,Burnt Prairie,130,Burnt Prairie,village,53,municipality,3354647.518,1907336.413,groundwater,groundwater,,,sand and gravel,Wabash River Alluvial Aquifer,Carmi,IL1930100,3380918.669,1848283.064,NO,,,,,,8307.032077,2148530.765
IL0434190,DuPage,Burr Ridge (PWS),3/14/19 11:08,2018,4215,0,4215,0,0,0,0,0,4073,140,2,Burr Ridge,730,Burr Ridge,village,10666,municipality,3429284.417,3176257.865,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Bedford Park,IL0310120,3470028.492,3182922.78,YES,594000,759260000,759854000,0.001626283,2.078740589,136243.3436,197227193.3
IL1990050,Williamson,Bush (PWS),3/28/19 19:49,2018,170,0,170,0,130,0,0,0,0,0,40,Bush,109,Bush,village,274,municipality,3106450.701,1757278.274,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,7010250,7010250,0,0.019193018,19197.0023,12711881.47
IL1090150,McDonough,Bushnell (PWS),4/14/19 15:54,2018,1386,0,1386,69,0,0,138,0,900,2,277,Bushnell,254,Bushnell,city,3073,municipality,2721406.813,2740318.763,groundwater,groundwater,,,c-o sandstone,,,,,,YES,107574000,0,107574000,0.294521561,0,69523.94642,58873760.05
IL1350050,Montgomery,Butler (PWS),4/11/19 9:20,2018,118,0,118,0,118,0,0,0,0,0,0,Butler,1156,Butler,village,178,municipality,2991044.705,2247853.116,surface water,surface water,reservoir,Lake Lou Yeager,,,Litchfield,IL1350400,2959657.382,2240686.473,YES,0,5491400,5491400,0,0.015034634,18004.28608,15901044.79
IL1410100,Ogle,Byron (PWS),5/28/19 13:15,2018,1859,0,1859,0,0,0,68,0,449,0,1342,Byron,584,Byron,city,3789,municipality,3064291.643,3310016.393,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,118419.5383,98793536.91
IL0534200,Ford,Cabery (PWS),5/23/19 10:41,2018,130,0,130,0,0,0,0,0,0,0,130,Cabery,955,Cabery,village,267,municipality,3356088.649,2901998.137,groundwater,groundwater,,,shallow bedrock,,,,,,YES,9609100,0,9609100,0.026308282,0,17607.32025,9483541.796
IL1630200,St. Clair,Cahokia (PWS),4/10/19 16:50,2018,1700,0,1700,0,200,0,0,0,0,0,1500,Cahokia,1065,Cahokia,village,14825,municipality,2808377.177,2020350.587,surface water,surface water,river,Mississippi River,,,Commonfields of Cahokia PWD,IL1635030,2817729.315,2016257.041,NO,,,,,,95525.76841,273065293.3
IL1590050,Richland,Calhoun (PWS),3/28/19 19:51,2018,84,0,84,0,74,0,0,0,0,0,10,Calhoun,1336,Calhoun,village,169,municipality,3413972.067,2053224.887,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,21708.01911,29128769.92
IL0310390,Cook,Calumet City (PWS),4/30/19 15:29,2018,9682,3,9679,4420,1399,3026,835,0,0,0,2,Calumet City,1361,Calumet City,city,36718,municipality,3534063.798,3127671.211,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,"Hammond IN, Chicago-South","52495020, IL0316000",,,YES,0,1429046360,1429046360,0,3.91,116457.659,201959410.2
IL0310420,Cook,Calumet Park (PWS),4/29/19 8:45,2018,2241,0,2241,2000,241,0,0,0,0,0,0,Calumet Park,857,Calumet Park,village,7674,municipality,3501124.416,3147210.241,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-South,IL0316000,3510000,3182000,YES,0,262091720,262091720,0,0.717568022,36707.26046,31722550.31
IL0410100,Douglas,Camargo (PWS),4/9/19 7:55,2018,316,0,316,0,0,0,38,5,267,0,6,Camargo,993,Camargo,village,446,municipality,3372516.072,2468461.639,groundwater,groundwater,,,shallow bedrock,,Villa Grove,IL0410350,3374152.422,2492178.019,YES,0,16110000,16110000,0,0.044106776,23830.41538,35043627.92
IL1990100,Williamson,Cambria (PWS),5/1/19 11:57,2018,967,0,967,0,0,0,0,0,721,0,246,Cambria,108,Cambria,village,1213,municipality,3109603.571,1734562.641,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,33426400,33426400,0,0.091516496,101406.4214,38790803.68
IL0730300,Henry,Cambridge (PWS),3/14/19 9:46,2018,898,0,898,195,178,0,1,0,503,2,19,Cambridge,428,Cambridge,village,2198,municipality,2811130.205,3009732.507,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,48711.96151,59585294.87
IL0010050,Adams,Camp Point (PWS),4/15/19 15:00,2018,555,0,555,0,0,0,0,0,510,0,45,Camp Point,252,Camp Point,village,1147,municipality,2566540.389,2557790.185,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,YES,0,28926890,28926890,0,0.079197509,60481.71474,31414636.69
IL0770100,Jackson,Campbell Hill (PWS),3/29/19 16:33,2018,260,0,260,0,260,0,0,0,0,0,0,Campbell Hill,9,Campbell Hill,village,348,municipality,2985471.672,1788575.125,surface water,surface water,reservoir,Lake Kinkaid,,,Kinkaid Reeds Crk Int City WS,IL0775100,3027253.597,1743366.581,YES,0,16138000,16138000,0,0.044183436,18000.58625,11513068.09
IL1050050,Livingston,Campus (PWS),5/8/19 14:56,2018,71,0,71,0,0,0,0,0,60,0,11,Campus,962,Campus,village,166,municipality,3327494.401,2912051.891,groundwater,groundwater,,,sand and gravel,,,,,,YES,7312100,0,7312100,0.020019439,0,8274.496738,2546433.6
IL0570250,Fulton,Canton (PWS),4/29/19 11:44,2018,5875,0,5875,200,1250,0,350,2575,500,0,1000,Canton,349,Canton,city,14601,municipality,2850452.536,2743077.691,mixed,mixed,reservoir,Canton Lake,sand and gravel,,,,,,YES,785726000,0,785726000,2.151200548,0,212685.0462,222596848.4
IL0070100,Boone,Capron (PWS),3/15/19 11:49,2018,448,0,448,18,36,8,15,0,329,0,42,Capron,169,Capron,village,1452,municipality,3204723.229,3409227.301,groundwater,groundwater,,,c-o sandstone,,,,,,YES,39030000,0,39030000,0.106858316,0,22697.64353,21451974.88
IL1610100,Rock Island,Carbon Cliff (PWS),5/22/19 14:29,2018,695,0,695,0,694,0,1,0,0,0,0,Carbon Cliff,451,Carbon Cliff,village,2123,municipality,2756778.237,3082615.357,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,41386000,0,41386000,0.113308693,0,66250.68625,56562488.58
IL0630100,Grundy,Carbon Hill (PWS),3/21/19 12:49,2018,156,0,156,0,0,16,7,0,0,0,133,Carbon Hill,788,Carbon Hill,village,355,municipality,3328234.78,3010836.486,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,Coal City,IL0630200,3334155.22,3004752.175,YES,0,8942000,8942000,0,0.024481862,9825.431651,5081646.014
IL0770150,Jackson,Carbondale (PWS),5/28/19 14:21,2018,8104,19,8085,0,0,0,0,0,7841,17,246,Carbondale,68,Carbondale,city,25792,municipality,3079618.036,1713506.516,surface water,surface water,reservoir,Cedar Lake; Carbondale Reservoir,,,,,,,YES,1504000000,0,1504000000,4.117727584,0,309224.8181,483235747.3
IL1170150,Macoupin,Carlinville (PWS),4/15/19 12:27,2018,2932,2,2930,500,1382,500,50,0,0,0,500,Carlinville,1116,Carlinville,city,5964,municipality,2893369.316,2277130.915,surface water,surface water,reservoir,Lake Carlinville; Loveless Lake,,,,,,,NO,,,,,,105571.7113,82586182.64
IL1130250,McLean,Carlock (PWS),4/30/19 10:15,2018,242,0,242,0,0,189,0,0,52,0,1,Carlock,933,Carlock,village,586,municipality,3101011.269,2749675.643,groundwater,groundwater,,,sand and gravel,,,,,,YES,14116200,0,14116200,0.038648049,0,27531.96855,11373639.4
IL0270300,Clinton,Carlyle (PWS),5/1/19 12:45,2018,1680,6,1674,12,1387,0,37,0,212,0,32,Carlyle,1227,Carlyle,city,3339,municipality,3035698.574,2041114.684,surface water,surface water,river,Kaskaskia River,,,Clinton County East Public Water District,IL0275150,3040496,2035517,YES,427175000,807000,427982000,1.16954141,0.002209446,106057.6432,92885357.79
IL1930100,White,Carmi (PWS),4/5/19 9:00,2018,3148,3,3145,0,1866,248,210,0,0,142,682,Carmi,129,Carmi,city,5267,municipality,3380918.669,1848283.064,groundwater,groundwater,,,sand and gravel,Wabash River Alluvial Aquifer,,,,,YES,341418000,0,341418000,0.93475154,0,117349.8409,69715909.81
IL0430200,DuPage,Carol Stream (PWS),4/12/19 12:34,2018,11104,0,11104,0,1427,0,0,0,9677,0,0,Carol Stream,647,Carol Stream,village,39899,municipality,3371121.411,3236828.89,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,1816560,1221655000,1223471560,0.00497347,3.344709103,143215.5383,260391886.4
IL0890200,Kane,Carpentersville (PWS),4/1/19 7:56,2018,10545,1,10544,194,416,0,3,0,9931,1,0,Carpentersville,676,Carpentersville,village,38136,municipality,3324174.031,3308159.774,groundwater,groundwater,,,sand and gravel,,,,,,YES,1054760000,0,1054760000,2.887775496,0,172759.9454,224000769.2
IL1650050,Saline,Carrier Mills (PWS),5/23/19 15:42,2018,987,0,987,0,103,0,40,0,20,0,824,Carrier Mills,45,Carrier Mills,village,1711,municipality,3250642.133,1702402.348,groundwater,groundwater,,,sand and gravel,,Saline Valley Conservancy District,IL1655300,3328666.491,1723787.364,YES,0,64744000,64744000,0,0.177259411,30138.82589,33631478.66
IL0610050,Greene,Carrollton (PWS),4/2/19 10:00,2018,1169,1,1168,0,205,0,748,0,17,0,199,Carrollton,1103,Carrollton,city,2478,municipality,2744949.155,2284330.209,groundwater,groundwater,,,sand and gravel,,,,,,YES,232246000,0,232246000,0.635854894,0,53070.48733,52504150.16
IL1990150,Williamson,Carterville (PWS),3/14/19 11:00,2018,3770,0,3770,0,0,0,0,0,3002,0,768,Carterville,107,Carterville,city,5563,municipality,3120259.8,1727660.897,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,NO,,,,,,240718.8435,145735188.6
