"","FacilityId","County","FacilityName","Unknown","UnknownNotLead","Flagged","Difference","Flagged2"
"1356","IL1610150","Rock Island","Cordova (PWS)",0,0,"No",0,"No"
"1357","IL1610160","Rock Island","Clover Leaf Village MHP (PWS)",0,0,"No",0,"No"
"1358","IL1610170","Rock Island","Whispering Hills MHP (PWS)",0,0,"No",0,"No"
"1359","IL1610250","Rock Island","East Moline (PWS)",-6351,0,"No",-6351,"No"
"1360","IL1610300","Rock Island","Hampton (PWS)",0,0,"No",0,"No"
"1361","IL1610350","Rock Island","Mississippi Manufactured Home Community (PWS)",-220,220,"Yes",0,"Yes"
"1362","IL1610400","Rock Island","Milan (PWS)",-66,0,"No",-66,"No"
"1363","IL1610410","Rock Island","High Cliff Estates (PWS)",-224,224,"Yes",0,"Yes"
"1364","IL1610450","Rock Island","Moline (PWS)",-264,0,"No",-264,"No"
"1365","IL1610550","Rock Island","Port Byron (PWS)",-5,0,"No",-5,"No"
"1366","IL1610600","Rock Island","Rapids City (PWS)",0,0,"No",0,"No"
"1367","IL1610650","Rock Island","Rock Island (PWS)",0,0,"No",0,"No"
"1368","IL1610700","Rock Island","Silvis (PWS)",0,0,"No",0,"No"
"1369","IL1614260","Rock Island","Coal Valley (PWS)",0,0,"No",0,"No"
"1370","IL1614800","Rock Island","Reynolds (PWS)",0,0,"No",0,"No"
"1371","IL1615100","Rock Island","East Lawn Water Association (PWS)",0,0,"No",0,"No"
"1372","IL1615120","Rock Island","Cherry Dale Subdivision (PWS)",0,0,"No",0,"No"
"1373","IL1615130","Rock Island","Water Werks (PWS)",0,0,"No",0,"No"
"1374","IL1615140","Rock Island","Chigakwa Park Estates (PWS)",-18,18,"Yes",0,"Yes"
"1375","IL1615150","Rock Island","Coyne Center Coop (PWS)",0,0,"No",0,"No"
"1376","IL1615170","Rock Island","Cedar Brook Estates Subdivision (PWS)",0,0,"No",0,"No"
"1377","IL1615185","Rock Island","Air View MHP (PWS)",0,0,"No",0,"No"
"1378","IL1615250","Rock Island","Croppers 1st 4th And 5th Addition (PWS)",0,0,"No",0,"No"
"1379","IL1615310","Rock Island","Evergreen Village Subdivision (PWS)",0,0,"No",0,"No"
"1380","IL1615330","Rock Island","Eberts 3rd Addition (PWS)",-33,33,"Yes",0,"Yes"
"1381","IL1615387","Rock Island","Rock Island Arsenal (PWS)",-3,0,"No",-3,"No"
"1382","IL1615450","Rock Island","Hickory Hills 2Nd Addition (PWS)",0,0,"No",0,"No"
"1383","IL1615490","Rock Island","Hillcrest Court 2nd Addition (PWS)",0,0,"No",0,"No"
"1384","IL1615510","Rock Island","Hillcrest Court Subdivision (PWS)",0,0,"No",0,"No"
"1385","IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)",0,0,"No",0,"No"
"1386","IL1615530","Rock Island","Beverly Hillsdale Estates (PWS)",0,0,"No",0,"No"
"1387","IL1615540","Rock Island","Tennants Shady Oaks Subdivision (pws)",0,0,"No",0,"No"
"1388","IL1615550","Rock Island","Edgington Water District (PWS)",0,0,"No",0,"No"
"1389","IL1615580","Rock Island","Rainbow Ridge (PWS)",0,0,"No",0,"No"
"1390","IL1615670","Rock Island","Ridgewood Ledges Water Association (PWS)",-126,125,"Yes",-1,"No"
"1391","IL1615728","Rock Island","Larson Court Apartments (PWS)",0,0,"No",0,"No"
"1392","IL1615750","Rock Island","Silvis Heights Water Corp (PWS)",0,0,"No",0,"No"
"1393","IL1615780","Rock Island","Tower Ridge Subdivision (PWS)",0,22,"No",22,"No"
"1394","IL1615800","Rock Island","Suburban Heights Subdivision (PWS)",0,0,"No",0,"No"
"1395","IL1615850","Rock Island","Winding Creek Estates (PWS)",0,0,"No",0,"No"
"1396","IL1617635","Rock Island","Falcon Farms (PWS)",0,0,"No",0,"No"
"1397","IL1617665","Rock Island","Paradise Manor MHP (PWS)",0,0,"No",0,"No"
"1398","IL1617785","Rock Island","Oak Grove MHP - Rock Island County (PWS)",0,0,"No",0,"No"
"1399","IL1617925","Rock Island","Woodland A and B MHP (PWS)",0,0,"No",0,"No"
"1400","IL1630070","St. Clair","Concordia Water Cooperative (PWS)",-15,0,"No",-15,"No"
"1401","IL1630200","St. Clair","Cahokia (PWS)",0,0,"No",0,"No"
"1402","IL1630250","St. Clair","Caseyville (PWS)",-43,0,"No",-43,"No"
"1403","IL1630350","St. Clair","Dupo (PWS)",-46,0,"No",-46,"No"
"1404","IL1630550","St. Clair","Fayetteville (PWS)",-1,1,"Yes",0,"Yes"
"1405","IL1630600","St. Clair","Freeburg (PWS)",0,0,"No",0,"No"
"1406","IL1630650","St. Clair","Lebanon (PWS)",-48,0,"No",-48,"No"
"1407","IL1630700","St. Clair","Lenzburg (PWS)",-1,1,"Yes",0,"Yes"
"1408","IL1630750","St. Clair","Marissa (PWS)",-379,379,"Yes",0,"Yes"
"1409","IL1630800","St. Clair","Mascoutah (PWS)",2264,-2264,"No",0,"No"
"1410","IL1630850","St. Clair","Millstadt (PWS)",0,0,"No",0,"No"
"1411","IL1631050","St. Clair","New Athens (PWS)",-1,0,"No",-1,"No"
"1412","IL1631100","St. Clair","O Fallon (PWS)",6721,0,"No",6721,"No"
"1413","IL1631200","St. Clair","St Libory (PWS)",0,0,"No",0,"No"
"1414","IL1631300","St. Clair","Smithton (PWS)",0,-517,"No",-517,"No"
"1415","IL1631350","St. Clair","Summerfield (PWS)",3,-3,"No",0,"No"
"1416","IL1635030","St. Clair","Commonfields Of Cahokia PWD (PWS)",-172,156,"Yes",-16,"No"
"1417","IL1635040","St. Clair","Illinois American - East St Louis (PWS)",-43042,40291,"Yes",-2751,"No"
"1418","IL1635050","St. Clair","Mound Pwd (PWS)",-1,0,"No",-1,"No"
"1419","IL1635070","St. Clair","Prairie DuPont PWD (PWS)",-45,0,"No",-45,"No"
"1420","IL1635090","St. Clair","S L M Water Commission (PWS)",0,0,"No",0,"No"
"1421","IL1635110","St. Clair","Kaskaskia Water District (PWS)",0,0,"No",0,"No"
"1422","IL1635237","St. Clair","American Water - Scott Air Force Base (PWS)",0,-2539,"No",-2539,"No"
"1423","IL1635300","St. Clair","FSH Water Commission (PWS)",0,0,"No",0,"No"
"1424","IL1650050","Saline","Carrier Mills (PWS)",-103,102,"Yes",-1,"No"
"1425","IL1650150","Saline","Galatia (PWS)",454,0,"No",454,"No"
"1426","IL1650200","Saline","Harrisburg (PWS)",0,0,"No",0,"No"
"1427","IL1650250","Saline","Muddy (PWS)",-75,0,"No",-75,"No"
"1428","IL1654880","Saline","Stonefort (PWS)",-10,10,"Yes",0,"Yes"
"1429","IL1655030","Saline","Eldorado (PWS)",-330,0,"No",-330,"No"
"1430","IL1655050","Saline","Liberty-Ledford PWD (PWS)",-234,233,"Yes",-1,"No"
"1431","IL1655110","Saline","Prospect Water District (PWS)",-295,290,"Yes",-5,"No"
"1432","IL1655120","Saline","Raleigh Water District (PWS)",-172,0,"No",-172,"No"
"1433","IL1655200","Saline","Mitchellsville PWD (PWS)",-566,564,"Yes",-2,"No"
"1434","IL1655300","Saline","Saline Valley Conservancy District (PWS)",0,0,"No",0,"No"
"1435","IL1670050","Sangamon","Auburn (PWS)",1251,-1914,"No",-663,"No"
"1436","IL1670060","Sangamon","Oakwood Estates (PWS)",0,0,"No",0,"No"
"1437","IL1670070","Sangamon","Grand Valley Village MHP (PWS)",0,0,"No",0,"No"
"1438","IL1670080","Sangamon","South Sangamon Water Commission (PWS)",0,-40,"No",-40,"No"
"1439","IL1670090","Sangamon","Round Prairie Water Cooperative (PWS)",0,0,"No",0,"No"
"1440","IL1670110","Sangamon","Park Ridge MHC (pws)",100,0,"No",100,"No"
"1441","IL1670120","Sangamon","Bissell Village MHC (pws)",0,0,"No",0,"No"
"1442","IL1670130","Sangamon","Northbrook MHC (pws)",0,0,"No",0,"No"
"1443","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)",0,0,"No",0,"No"
"1444","IL1670160","Sangamon","Ridge Village MHP (PWS)",0,0,"No",0,"No"
"1445","IL1670170","Sangamon","Milton Manor MHP (PWS)",0,0,"No",0,"No"
"1446","IL1670180","Sangamon","Linden Manor MHP (PWS)",0,0,"No",0,"No"
"1447","IL1670190","Sangamon","Westwood (PWS)",0,0,"No",0,"No"
"1448","IL1670210","Sangamon","Westwood Place (PWS)",0,0,"No",0,"No"
"1449","IL1670220","Sangamon","Gaslite Court MHC (PWS)",0,0,"No",0,"No"
"1450","IL1670230","Sangamon","EJ Water - Sangchris Service Area (PWS)",0,0,"No",0,"No"
"1451","IL1670240","Sangamon","Deerwood Estates (PWS)",0,0,"No",0,"No"
"1452","IL1670250","Sangamon","Pheasant Run MHP (PWS)",0,0,"No",0,"No"
"1453","IL1670300","Sangamon","Chatham (PWS)",0,6186,"No",6186,"No"
"1454","IL1670400","Sangamon","Dawson (PWS)",0,0,"No",0,"No"
"1455","IL1670450","Sangamon","Divernon (PWS)",0,0,"No",0,"No"
"1456","IL1670500","Sangamon","Grandview (PWS)",0,0,"No",0,"No"
"1457","IL1670550","Sangamon","Illiopolis (PWS)",0,0,"No",0,"No"
"1458","IL1670600","Sangamon","Jerome (PWS)",0,0,"No",0,"No"
"1459","IL1670700","Sangamon","Loami (PWS)",-2,0,"No",-2,"No"
"1460","IL1670800","Sangamon","New Berlin (PWS)",0,0,"No",0,"No"
"1461","IL1670850","Sangamon","Pawnee (PWS)",0,0,"No",0,"No"
"1462","IL1670900","Sangamon","Pleasant Plains (PWS)",580,-570,"No",10,"No"
"1463","IL1670950","Sangamon","Riverton (PWS)",-1860,1860,"Yes",0,"Yes"
"1464","IL1671000","Sangamon","Rochester (PWS)",-303,0,"No",-303,"No"
"1465","IL1671200","Sangamon","Springfield (PWS)",-3368,3098,"Yes",-270,"No"
"1466","IL1671250","Sangamon","Thayer (PWS)",258,-104,"No",154,"No"
"1467","IL1671300","Sangamon","Williamsville (PWS)",-4,0,"No",-4,"No"
"1468","IL1675150","Sangamon","Mechanicsburg-Buffalo Water Commission (PWS)",-415,0,"No",-415,"No"
"1469","IL1675300","Sangamon","Sugar Creek PWD (PWS)",0,-6,"No",-6,"No"
"1470","IL1675350","Sangamon","Curran-Gardner Township PWD (PWS)",0,-98,"No",-98,"No"
"1471","IL1690010","Schuyler","Northwest Water Association Of Rushville (PWS)",0,0,"No",0,"No"
"1472","IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)",0,0,"No",0,"No"
"1473","IL1690050","Schuyler","Browning (PWS)",0,0,"No",0,"No"
"1474","IL1690200","Schuyler","Rushville (PWS)",0,0,"No",0,"No"
"1475","IL1695100","Schuyler","Camden-Littleton Water Commission (PWS)",0,0,"No",0,"No"
"1476","IL1695200","Schuyler","Hickory-Kerton Water Coop (PWS)",0,0,"No",0,"No"
"1477","IL1710010","Scott","Exeter-Merritt Water Coop (PWS)",-2,0,"No",-2,"No"
"1478","IL1710020","Scott","Scott County Rural Water Co-op (PWS)",0,0,"No",0,"No"
"1479","IL1710100","Scott","Bluffs (PWS)",0,0,"No",0,"No"
"1480","IL1710250","Scott","Manchester (PWS)",0,0,"No",0,"No"
"1481","IL1710350","Scott","Winchester (PWS)",29,0,"No",29,"No"
"1482","IL1715050","Scott","Alsey-Glasgow Water Commission (PWS)",0,4,"No",4,"No"
"1483","IL1730050","Shelby","Cowden (PWS)",0,0,"No",0,"No"
"1484","IL1730100","Shelby","Findlay (PWS)",0,0,"No",0,"No"
"1485","IL1730150","Shelby","Herrick (PWS)",0,0,"No",0,"No"
"1486","IL1730200","Shelby","Moweaqua (PWS)",22,0,"No",22,"No"
"1487","IL1730300","Shelby","Shelbyville (PWS)",-7,0,"No",-7,"No"
"1488","IL1730350","Shelby","Sigel (PWS)",-66,0,"No",-66,"No"
"1489","IL1730400","Shelby","Stewardson (PWS)",-18,0,"No",-18,"No"
"1490","IL1730500","Shelby","Tower Hill (PWS)",0,0,"No",0,"No"
"1491","IL1730550","Shelby","Windsor (PWS)",0,0,"No",0,"No"
"1492","IL1750050","Stark","Bradford (PWS)",-11,0,"No",-11,"No"
"1493","IL1750100","Stark","La Fayette (PWS)",1,0,"No",1,"No"
"1494","IL1750150","Stark","Toulon (PWS)",-26,0,"No",-26,"No"
"1495","IL1750200","Stark","Wyoming (PWS)",0,0,"No",0,"No"
"1496","IL1770050","Stephenson","Cedarville (PWS)",0,0,"No",0,"No"
"1497","IL1770100","Stephenson","Dakota (PWS)",0,0,"No",0,"No"
"1498","IL1770150","Stephenson","Davis (PWS)",109,-20,"No",89,"No"
"1499","IL1770200","Stephenson","Freeport (PWS)",-15,0,"No",-15,"No"
"1500","IL1770250","Stephenson","German Valley (PWS)",0,0,"No",0,"No"
"1501","IL1770300","Stephenson","Lena (PWS)",0,0,"No",0,"No"
"1502","IL1770350","Stephenson","Orangeville (PWS)",0,0,"No",0,"No"
"1503","IL1770400","Stephenson","Pearl City (PWS)",0,0,"No",0,"No"
"1504","IL1770500","Stephenson","Rock City (PWS)",0,0,"No",0,"No"
"1505","IL1770550","Stephenson","Winslow (PWS)",-37,108,"Yes",71,"No"
"1506","IL1775050","Stephenson","Util Inc - Northern Hills Utlities Company (PWS)",0,0,"No",0,"No"
"1507","IL1775235","Stephenson","Stephenson Mobile Estates (PWS)",-90,90,"Yes",0,"Yes"
"1508","IL1775255","Stephenson","Timber Ridge Mobile Estates (PWS)",0,0,"No",0,"No"
"1509","IL1790030","Tazewell","Pekin Federal Correctional Institution And Prison Camp (PWS)",0,0,"No",0,"No"
"1510","IL1790050","Tazewell","Armington (PWS)",0,136,"No",136,"No"
"1511","IL1790100","Tazewell","Creve Coeur (PWS)",0,0,"No",0,"No"
"1512","IL1790150","Tazewell","Delavan (PWS)",100,0,"No",100,"No"
"1513","IL1790200","Tazewell","East Peoria (PWS)",0,395,"No",395,"No"
"1514","IL1790250","Tazewell","Green Valley (PWS)",0,0,"No",0,"No"
"1515","IL1790300","Tazewell","Hopedale (PWS)",0,0,"No",0,"No"
"1516","IL1790350","Tazewell","Mackinaw (PWS)",595,0,"No",595,"No"
"1517","IL1790400","Tazewell","Marquette Heights (PWS)",0,0,"No",0,"No"
"1518","IL1790450","Tazewell","Minier (PWS)",0,93,"No",93,"No"
"1519","IL1790500","Tazewell","Morton (PWS)",0,0,"No",0,"No"
"1520","IL1790520","Tazewell","Oak Lawn Estates",-470,470,"Yes",0,"Yes"
"1521","IL1790550","Tazewell","North Pekin (PWS)",0,0,"No",0,"No"
"1522","IL1790650","Tazewell","South Pekin (PWS)",0,117,"No",117,"No"
"1523","IL1790700","Tazewell","Tremont (PWS)",109,0,"No",109,"No"
"1524","IL1790750","Tazewell","Washington (PWS)",-26,0,"No",-26,"No"
"1525","IL1794320","Tazewell","Deer Creek (PWS)",-268,268,"Yes",0,"Yes"
"1526","IL1795040","Tazewell","Illinois American - Pekin (PWS)",644,0,"No",644,"No"
"1527","IL1795050","Tazewell","Venado Lakes - Argyll Water Association (PWS)",0,0,"No",0,"No"
"1528","IL1795200","Tazewell","Groveland Township Water District (PWS)",0,0,"No",0,"No"
"1529","IL1795300","Tazewell","Hollands Grove Court Subdivision (PWS)",-17,17,"Yes",0,"Yes"
"1530","IL1795345","Tazewell","Morton Mobile Home Park (PWS)",124,0,"No",124,"No"
"1531","IL1795365","Tazewell","Grandview MHP (PWS)",0,0,"No",0,"No"
"1532","IL1795450","Tazewell","Harvard Hills Water Corporation (PWS)",-4,1,"Yes",-3,"No"
"1533","IL1795730","Tazewell","Lake Windermere Estates Subdivision (PWS)",0,0,"No",0,"No"
"1534","IL1795750","Tazewell","Mayfair Subdivision (PWS)",0,0,"No",0,"No"
"1535","IL1795780","Tazewell","North Tazewell PWD (PWS)",0,0,"No",0,"No"
"1536","IL1795800","Tazewell","Oak Lane Acres Subdivision (PWS)",0,0,"No",0,"No"
"1537","IL1797010","Tazewell","Valley View 4 And 6-Knolls (PWS)",0,0,"No",0,"No"
"1538","IL1797050","Tazewell","Illinois American - Washington Estates (PWS)",-474,472,"Yes",-2,"No"
"1539","IL1810050","Union","Anna (PWS)",14,0,"No",14,"No"
"1540","IL1810150","Union","Cobden (PWS)",0,0,"No",0,"No"
"1541","IL1810200","Union","Dongola (PWS)",0,0,"No",0,"No"
"1542","IL1810250","Union","Jonesboro (PWS)",0,0,"No",0,"No"
"1543","IL1815050","Union","Anna-Jonesboro Water Commission (PWS)",0,0,"No",0,"No"
"1544","IL1815100","Union","Lick Creek PWD (PWS)",-577,0,"No",-577,"No"
"1545","IL1815150","Union","Alto Pass Water District (PWS)",-15,0,"No",-15,"No"
"1546","IL1815550","Union","Shawnee Valley PWD (PWS)",0,0,"No",0,"No"
"1547","IL1830050","Vermilion","Alvin (PWS)",-1,0,"No",-1,"No"
"1548","IL1830150","Vermilion","Catlin (PWS)",0,0,"No",0,"No"
"1549","IL1830250","Vermilion","Fairmount (PWS)",0,0,"No",0,"No"
"1550","IL1830300","Vermilion","Fithian (PWS)",0,0,"No",0,"No"
"1551","IL1830350","Vermilion","Georgetown (PWS)",0,0,"No",0,"No"
"1552","IL1830450","Vermilion","Hoopeston (PWS)",-16,0,"No",-16,"No"
"1553","IL1830500","Vermilion","Aqua Illinois-Indianola (PWS)",-5,0,"No",-5,"No"
"1554","IL1830600","Vermilion","Util Inc - Oakwood (PWS)",0,0,"No",0,"No"
"1555","IL1830650","Vermilion","Potomac (PWS)",0,0,"No",0,"No"
"1556","IL1830700","Vermilion","Rankin (PWS)",0,0,"No",0,"No"
"1557","IL1830750","Vermilion","Ridge Farm (PWS)",0,0,"No",0,"No"
"1558","IL1830800","Vermilion","Rossville (PWS)",0,0,"No",0,"No"
"1559","IL1830850","Vermilion","Sidell (PWS)",0,0,"No",0,"No"
"1560","IL1830950","Vermilion","Westville (PWS)",0,0,"No",0,"No"
"1561","IL1834020","Vermilion","Allerton (PWS)",-130,124,"Yes",-6,"No"
"1562","IL1835050","Vermilion","Vermilion Grove Waterworks (PWS)",0,0,"No",0,"No"
"1563","IL1835120","Vermilion","Aqua Illinois-Vermilion County (PWS)",399,26,"No",425,"No"
"1564","IL1835200","Vermilion","East Lynn Community Water System (PWS)",0,0,"No",0,"No"
"1565","IL1835250","Vermilion","Bismarck Community Water District (PWS)",0,0,"No",0,"No"
"1566","IL1835300","Vermilion","Olivet PWD (PWS)",-25,0,"No",-25,"No"
"1567","IL1850010","Wabash","Rural Wabash County Water District (PWS)",-402,389,"Yes",-13,"No"
"1568","IL1850050","Wabash","Allendale (PWS)",-3,0,"No",-3,"No"
"1569","IL1850100","Wabash","Bellmont (PWS)",-55,46,"Yes",-9,"No"
"1570","IL1850150","Wabash","Keensburg (PWS)",-103,0,"No",-103,"No"
"1571","IL1850200","Wabash","Mount Carmel (PWS)",3,0,"No",3,"No"
"1572","IL1870050","Warren","Kirkwood (PWS)",136,-136,"No",0,"No"
"1573","IL1870100","Warren","Little York (PWS)",0,0,"No",0,"No"
"1574","IL1870150","Warren","Monmouth (PWS)",-102,0,"No",-102,"No"
"1575","IL1870200","Warren","Roseville (PWS)",0,0,"No",0,"No"
"1576","IL1874000","Warren","Alexis (PWS)",7,-7,"No",0,"No"
"1577","IL1875050","Warren","Little Swan Lake Sanitary District (PWS)",0,0,"No",0,"No"
"1578","IL1890100","Washington","Ashley (PWS)",0,0,"No",0,"No"
"1579","IL1890150","Washington","Dubois (PWS)",0,0,"No",0,"No"
"1580","IL1890200","Washington","Hoyleton (PWS)",-4,0,"No",-4,"No"
"1581","IL1890250","Washington","Irvington (PWS)",-4,0,"No",-4,"No"
"1582","IL1890300","Washington","Nashville (PWS)",473,-817,"No",-344,"No"
"1583","IL1890350","Washington","New Minden (PWS)",-1,0,"No",-1,"No"
"1584","IL1890400","Washington","Okawville (PWS)",0,0,"No",0,"No"
"1585","IL1890450","Washington","Radom (PWS)",-1,0,"No",-1,"No"
"1586","IL1890500","Washington","Richview (PWS)",-5,0,"No",-5,"No"
"1587","IL1895400","Washington","Hoyleton RWC (PWS)",-5,0,"No",-5,"No"
"1588","IL1895500","Washington","Hoyleton-New Minden (PWS)",-1,0,"No",-1,"No"
"1589","IL1895600","Washington","Washington County Water Company (PWS)",0,0,"No",0,"No"
"1590","IL1910010","Wayne","Western Wayne Water District (PWS)",-251,0,"No",-251,"No"
"1591","IL1910020","Wayne","Jasper Waterworks Corporation (PWS)",0,0,"No",0,"No"
"1592","IL1910050","Wayne","Cisne (PWS)",-150,164,"Yes",14,"No"
"1593","IL1910100","Wayne","Fairfield (PWS)",0,0,"No",0,"No"
"1594","IL1910200","Wayne","Jeffersonville (Geff) (PWS)",-51,32,"Yes",-19,"No"
"1595","IL1910350","Wayne","Mount Erie (PWS)",0,0,"No",0,"No"
"1596","IL1910400","Wayne","Sims (PWS)",0,0,"No",0,"No"
"1597","IL1910450","Wayne","Wayne City (PWS)",0,0,"No",0,"No"
"1598","IL1915050","Wayne","Boyleston Waterworks Corp (PWS)",0,0,"No",0,"No"
"1599","IL1915100","Wayne","New Hope Waterworks Corp (PWS)",0,0,"No",0,"No"
"1600","IL1930010","White","Burnt Prairie (PWS)",65,-65,"No",0,"No"
"1601","IL1930020","White","Brownsville (PWS)",0,0,"No",0,"No"
"1602","IL1930100","White","Carmi (PWS)",-1029,0,"No",-1029,"No"
"1603","IL1930150","White","Crossville (PWS)",161,-174,"No",-13,"No"
"1604","IL1930200","White","Enfield (PWS)",-424,0,"No",-424,"No"
"1605","IL1930300","White","Mill Shoals (PWS)",0,0,"No",0,"No"
"1606","IL1930350","White","Norris City (PWS)",-805,618,"Yes",-187,"No"
"1607","IL1930450","White","Springerton (PWS)",0,0,"No",0,"No"
"1608","IL1934460","White","Grayville (PWS)",0,0,"No",0,"No"
"1609","IL1950050","Whiteside","Albany (PWS)",0,0,"No",0,"No"
"1610","IL1950200","Whiteside","Erie (PWS)",0,0,"No",0,"No"
"1611","IL1950250","Whiteside","Fulton (PWS)",0,0,"No",0,"No"
"1612","IL1950300","Whiteside","Lyndon (PWS)",0,0,"No",0,"No"
"1613","IL1950350","Whiteside","Morrison (PWS)",0,0,"No",0,"No"
"1614","IL1950400","Whiteside","Prophetstown (PWS)",0,0,"No",0,"No"
"1615","IL1950450","Whiteside","Rock Falls (PWS)",0,0,"No",0,"No"
"1616","IL1950550","Whiteside","Tampico (PWS)",-15,0,"No",-15,"No"
"1617","IL1955040","Whiteside","Illinois American - Sterling (PWS)",-5388,6195,"Yes",807,"No"
"1618","IL1955135","Whiteside","Country Acres MHP (PWS)",0,0,"No",0,"No"
"1619","IL1955165","Whiteside","Riverside Estates MHP (PWS)",0,0,"No",0,"No"
"1620","IL1955225","Whiteside","Honeycutt Hill MHP (PWS)",0,0,"No",0,"No"
"1621","IL1970020","Will","Gateway MHP (PWS)",0,0,"No",0,"No"
"1622","IL1970030","Will","Illinois American - Alpine Heights (PWS)",-1,0,"No",-1,"No"
"1623","IL1970050","Will","Beecher (PWS)",0,0,"No",0,"No"
"1624","IL1970060","Will","Aqua Illinois - Village Woods (PWS)",113,0,"No",113,"No"
"1625","IL1970070","Will","Channahon East (PWS)",17,0,"No",17,"No"
"1626","IL1970100","Will","Illinois American - Homer Township (PWS)",-25,0,"No",-25,"No"
"1627","IL1970130","Will","Godley Public Water District (PWS)",0,0,"No",0,"No"
"1628","IL1970140","Will","South Ridge MHC (PWS)",0,0,"No",0,"No"
"1629","IL1970150","Will","Braidwood (PWS)",18,-18,"No",0,"No"
"1630","IL1970200","Will","Channahon (PWS)",154,0,"No",154,"No"
"1631","IL1970250","Will","Crest Hill (PWS)",0,0,"No",0,"No"
"1632","IL1970300","Will","Crete (PWS)",0,0,"No",0,"No"
"1633","IL1970350","Will","Elwood (PWS)",0,0,"No",0,"No"
"1634","IL1970400","Will","Frankfort (PWS)",-10586,0,"No",-10586,"No"
"1635","IL1970450","Will","Joliet (PWS)",1432,0,"No",1432,"No"
"1636","IL1970500","Will","Lockport (PWS)",-8,4,"Yes",-4,"No"
"1637","IL1970550","Will","Manhattan (PWS)",0,0,"No",0,"No"
"1638","IL1970600","Will","Mokena (PWS)",0,0,"No",0,"No"
"1639","IL1970650","Will","Monee (PWS)",0,0,"No",0,"No"
"1640","IL1970700","Will","New Lenox (PWS)",0,0,"No",0,"No"
"1641","IL1970750","Will","Aqua Illinois - Peotone (PWS)",1150,-1265,"No",-115,"No"
"1642","IL1970800","Will","Plainfield (PWS)",0,0,"No",0,"No"
"1643","IL1970850","Will","Rockdale (PWS)",0,0,"No",0,"No"
"1644","IL1970900","Will","Romeoville (PWS)",0,0,"No",0,"No"
"1645","IL1971100","Will","Wilmington (PWS)",-3,0,"No",-3,"No"
"1646","IL1974151","Will","Illinois American - West Suburban (PWS)",-4172,0,"No",-4172,"No"
"1647","IL1975030","Will","Aqua Illinois-University Park (PWS)",106,13,"No",119,"No"
"1648","IL1975040","Will","Illinois American - Arbury (PWS)",-2,0,"No",-2,"No"
"1649","IL1975080","Will","Shorewood (PWS)",0,0,"No",0,"No"
"1650","IL1975105","Will","Criswell Court MHP (PWS)",0,0,"No",0,"No"
"1651","IL1975140","Will","Bonnie-Brae Forest Manor SD (PWS)",0,0,"No",0,"No"
"1652","IL1975170","Will","Beckwith Community Association (PWS)",0,0,"No",0,"No"
"1653","IL1975180","Will","Balmoral Heights Subdivision (PWS)",0,0,"No",0,"No"
"1654","IL1975195","Will","Busy Bee MHP #1 (PWS)",0,0,"No",0,"No"
"1655","IL1975200","Will","Util Inc - Camelot (PWS)",0,0,"No",0,"No"
"1656","IL1975210","Will","Illinois American - Central States Dst (PWS)",-1,0,"No",-1,"No"
"1657","IL1975225","Will","Imperial MHC (PWS)",-100,100,"Yes",0,"Yes"
"1658","IL1975280","Will","Util Inc - Cherry Hill Water Company (PWS)",0,0,"No",0,"No"
"1659","IL1975376","Will","Garden Street Improvement Association (PWS)",0,0,"No",0,"No"
"1660","IL1975385","Will","Pheasant Lake Estates MHP (PWS)",0,0,"No",0,"No"
"1661","IL1975400","Will","College View Subdivision (PWS)",0,0,"No",0,"No"
"1662","IL1975480","Will","Crystal Lawns Addition Improvement Assoc (PWS)",0,0,"No",0,"No"
"1663","IL1975520","Will","Dixie Estates Subdivision (PWS)",0,0,"No",0,"No"
"1664","IL1975600","Will","East Moreland Water Service Association (PWS)",0,0,"No",0,"No"
"1665","IL1975800","Will","Hillview Subdivision (PWS)",0,0,"No",0,"No"
"1666","IL1975880","Will","Ingalls Park Subdivision (PWS)",0,0,"No",0,"No"
"1667","IL1975930","Will","Lakewood Shores Improvement Association (PWS)",0,0,"No",0,"No"
"1668","IL1977070","Will","Lockport Heights SD (PWS)",0,0,"No",0,"No"
"1669","IL1977210","Will","Aqua Illinois - Oakview (PWS)",15,0,"No",15,"No"
"1670","IL1977490","Will","Southeast Joliet Sanitary District (PWS)",0,0,"No",0,"No"
"1671","IL1977730","Will","Sunnyland Subdivision (PWS)",0,0,"No",0,"No"
"1672","IL1977870","Will","Aqua Illinois - Willowbrook (PWS)",274,0,"No",274,"No"
"1673","IL1977910","Will","Stateville Correctional Center (PWS)",0,0,"No",0,"No"
"1674","IL1978100","Will","Lockport Township Water System (PWS)",0,0,"No",0,"No"
"1675","IL1990050","Williamson","Bush (PWS)",0,0,"No",0,"No"
"1676","IL1990100","Williamson","Cambria (PWS)",0,0,"No",0,"No"
"1677","IL1990150","Williamson","Carterville (PWS)",0,0,"No",0,"No"
"1678","IL1990200","Williamson","Colp (PWS)",-15,0,"No",-15,"No"
"1679","IL1990250","Williamson","Crainville (PWS)",0,0,"No",0,"No"
"1680","IL1990300","Williamson","Creal Springs (PWS)",-13,0,"No",-13,"No"
"1681","IL1990350","Williamson","Energy (PWS)",0,0,"No",0,"No"
"1682","IL1990400","Williamson","Herrin (PWS)",0,0,"No",0,"No"
